Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site,Release_Date_Formatted,release years,Netflix release years,Netflix Release Years
The Interpreter,"Crime, Mystery, Thriller","Thrillers,Spy Thrillers,Political Thrillers,Mysteries","English, Aboriginal, French, Portuguese",Movie,3.0,"Belgium,Netherlands,Turkey",> 2 hrs,Sydney Pollack,"Brian Ward, Scott Frank, Martin Stellman, Steven Zaillian, Charles Randolph","Jesper Christensen, Sean Penn, Nicole Kidman, Catherine Keener",PG-13,6.4,57.0,62.0,3.0,2.0,72708161.0,2005-04-22,2015-10-22,"Working Title Films, Misher Films",https://www.netflix.com/watch/70019510,https://www.imdb.com/title/tt0373926,Silvia Broome is a translator at the United Nations. But her job turns perilous when she overhears a plot to assassinate a government official.,98012.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABbp-ri66yFKJxhsXk2nGQGbww0QiNbgKSG30wqhCKWk5DZ9lKhZTHQD2n2JPe5YpHu-RFU_XC-ys4Jy-a_bj1T_4zFDc7RI.jpg?r=6ed,http://ia.media-imdb.com/images/M/MV5BMTg3MjMxNDUzNV5BMl5BanBnXkFtZTcwNTM2NzgyMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=a7O8mPlNlRY,YouTube,04-22-2005,2005,2015,2015
Halloween,"Horror, Thriller","Horror Films,Slasher and Serial Killer Films,Classic Movies,Teen Screams,US Movies",English,Movie,4.3,"South Korea,Hungary,Hong Kong,Czech Republic,Poland,Greece,Slovakia,Turkey,Romania",1-2 hour,John Carpenter,"John Carpenter, Debra Hill","P.J. Soles, Jamie Lee Curtis, Nancy Kyes, Donald Pleasence",R,7.7,96.0,87.0,6.0,2.0,47160000.0,1978-10-27,2015-10-22,Falcon Films,https://www.netflix.com/watch/569090,https://www.imdb.com/title/tt0077651,Michael Myers escapes from a mental hospital and returns home for a murderous Halloween night rampage in this classic slasher-horror film.,233570.0,http://art-2.nflximg.net/f10ae/560efb5f014f1d9880edfc48d28d2f9be8df10ae.jpg,http://ia.media-imdb.com/images/M/MV5BNDMwOTk5MDgyMF5BMl5BanBnXkFtZTgwMDgwNDgwNzE@._V1_SX300.jpg,https://www.youtube.com/watch?v=zlgJC-q92t4,YouTube,10-27-1978,1978,2015,2015
Charlie Wilsons War,"Biography, Comedy, Drama, History","Dramas,Dramas based on a book,Military Dramas,Biographical Dramas,Political Dramas,Dramas based on real life,Dramas based on contemporary literature,Dark Comedies,Films Based on Real Life,Political Comedies,Social Issue Dramas,Comedies,Films Based on Books","English, Dari, Russian, Urdu, Hebrew, Arabic",Movie,3.6,"Romania,Poland,Czech Republic,Hungary,Slovakia,Lithuania,Russia",1-2 hour,Mike Nichols,"George Crile, Aaron Sorkin","Amy Adams, Philip Seymour Hoffman, Tom Hanks, Julia Roberts",R,7.0,82.0,67.0,5.0,23.0,66661095.0,2007-12-21,2015-10-22,Playtone Productions,https://www.netflix.com/watch/70060021,https://www.imdb.com/title/tt0472062,A Texas congressman sets a series of events in motion when he conspires with a CIA operative to aid Afghan mujahideen rebels fighting the Soviets.,110885.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABffT0mqv3vMcWARbHx-ZMo6e7p_FhZFaX4bdxUBBOodPAOSr0_6LH0FYYUfzWCoVOAf3Hd7hx7IbcW_j4d1A6tu-bQ.jpg?r=63e,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwMDgwMDc4MF5BMl5BanBnXkFtZTYwOTU3MDM4._V1_SX300.jpg,https://www.youtube.com/watch?v=dvr1FvOnwfI,YouTube,12-21-2007,2007,2015,2015
Point Break,"Action, Crime, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure,Sports Movies,Police Action & Adventure,Police Movies,Crime Movies,Crime Action,Action Movies",English,Movie,3.3,"Switzerland,Germany,South Korea",1-2 hour,Kathryn Bigelow,"W. Peter Iliff, Rick King","Lori Petty, Patrick Swayze, Keanu Reeves, Gary Busey",R,7.3,70.0,58.0,1.0,2.0,43218387.0,1991-07-12,2015-10-22,20th Century Fox,https://www.netflix.com/watch/60020602,https://www.imdb.com/title/tt0102685,"In this high-speed cult favorite, a brash young G-man poses as a wave rider to infiltrate a gang of surfers who are behind a string of bank heists.",159153.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYPgGPenB_O-T4obuQsIFjFm0GH8TFe8NW3MNmnksUvaUvkNmP93Cv9kXjMoNRfK9FKnD4Op_-XCvpSsfOwySk_BYw.jpg?r=80a,https://images-na.ssl-images-amazon.com/images/M/MV5BNWVjZWFmYjItZGJlOC00YTllLWE4YjctMWY2ZTg5ZjE0MDIyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=UsbuQ-jg014,YouTube,07-12-1991,1991,2015,2015
8 Women,"Comedy, Crime, Musical, Romance","Comedies,International Movies,French Films,Musicals,Music & Musicals,French Comedies","French, English",Movie,3.6,"Belgium,France",1-2 hour,François Ozon,"Robert Thomas, Marina de Van, François Ozon","Catherine Deneuve, Virginie Ledoyen, Danielle Darrieux, Firmine Richard",R,7.1,79.0,64.0,11.0,31.0,3098776.0,2002-10-04,2015-10-22,"B.I.M., Le Studio Canal +, Centre National de la Cinematographie, Fidélité Productions, France 2 Cinema",https://www.netflix.com/watch/60024959,https://www.imdb.com/title/tt0283832,"A family Christmas gathering is disrupted by the patriarchs murder, with his socialite wife, mother-in-law and an impudent maid among the suspects.",29392.0,https://occ-0-299-778.1.nflxso.net/art/7aa01/4d5e2c6f4fa21de90a9dedac9c14bf59d017aa01.jpg,http://ia.media-imdb.com/images/M/MV5BOTI1MjE1NzY3NF5BMl5BanBnXkFtZTcwMzA4OTUxMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=Fv8_fsEq_j0,YouTube,10-04-2002,2002,2015,2015
A Nightmare on Elm Street,"Crime, Drama, Horror, Mystery","Slasher and Serial Killer Films,Horror Films,Supernatural Horror Films,Teen Screams,Gory Horror Movies",English,Movie,1.7,"Switzerland,Belgium,France,United Kingdom,Hungary,Czech Republic,Poland,Greece,Slovakia,Turkey,Romania",1-2 hour,Samuel Bayer,"Wes Craven, Eric Heisserer, Wesley Strick","Rooney Mara, Jackie Earle Haley, Katie Cassidy, Kyle Gallner",R,5.2,15.0,35.0,2.0,11.0,63075011.0,2010-04-30,2015-10-22,Platinum Dunes,https://www.netflix.com/watch/70119457,https://www.imdb.com/title/tt1179056,Freddy Krueger is a serial killer who crosses the boundary between dreams and the waking world to gut his victims with his blade-fingered glove.,92993.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABR3tTTBzG0F--QlTKs8gDKfqsFpSE1q8JCY7cIoNAYUyeRpJKJJ3AS5nAj6B4UnuaN2brUCbF-Knyjpy-Nu6GIel6w.jpg?r=529,https://images-na.ssl-images-amazon.com/images/M/MV5BODIxMTQ0NTIxM15BMl5BanBnXkFtZTcwMzY1NDAyMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=ZuYoEtEI_go,YouTube,04-30-2010,2010,2015,2015
Valiant,"Animation, Adventure, Comedy, Family, War","Family Adventures,Children & Family Films,Films for ages 8 to 10,Comedies,Animal Tales,Family Comedies,Films for ages 5 to 7",English,Movie,2.2,United Kingdom,1-2 hour,Gary Chapman,"George Webster, George Melrod, Jordan Katz","Tim Curry, Ewan McGregor, Ricky Gervais, Jim Broadbent",G,5.5,32.0,45.0,No Awards,2.0,19478106.0,2005-08-19,2015-10-20,"Vanguard Films Production, Ealing Studios",https://www.netflix.com/watch/70025661,https://www.imdb.com/title/tt0361089,"During World War II, a misfit pigeon joins the Royal Pigeon Service to do his patriotic duty and ends up with one of the most vital jobs of the war.",21133.0,https://occ-0-1168-299.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABSqQEhnqjsI3H5bjMTTX9LH3n49WnpsVmUqzousWj8nlekfDZ1nTERP_ikGX0tkPkeH49rtK5T1EsIA6XQMSeQNmbNMGOUs.jpg?r=de3,https://images-na.ssl-images-amazon.com/images/M/MV5BYWQ4ZDVhMDUtNTFjNi00YWE1LWI0NTMtYTZhZTFlZTE2NWY2XkEyXkFqcGdeQXVyNjIzODI5OTQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=HPurt-LTyKM,YouTube,08-19-2005,2005,2015,2015
Results,"Comedy, Romance","Independent Films,Comedies,Independent Comedies","English, Japanese",Movie,5.2,"Spain,Portugal,United Kingdom,France,Australia,Belgium,Sweden,Switzerland,United States,Germany,Argentina,Mexico,Canada,India,Russia,Greece,South Korea,Slovakia,Singapore,Poland,Czech Republic,Lithuania,Iceland,Romania,South Africa,Hong Kong,Japan,Thailand,Hungary,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",1-2 hour,Andrew Bujalski,Andrew Bujalski,"Elizabeth Berridge, Cobie Smulders, Kevin Corrigan, Guy Pearce",R,5.4,84.0,73.0,No Awards,5.0,104507.0,2015-05-29,2015-10-20,"Burn Later Prods., Houston King",https://www.netflix.com/watch/80038442,https://www.imdb.com/title/tt3824412,"After an ugly divorce, a wealthy but unhappy man trains at a local gym and develops a strange relationship with the owner and a captivating trainer.",6578.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABR-WefiCSFQW2BrUB6om3N-2zrqisOVclSLx7eOwipDJO6UttDyYr7cv3jRHfUh3Z3ChxiYO5JziSIpAk6lZc33JtQ.jpg?r=aea,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MjEzMzQ1Ml5BMl5BanBnXkFtZTgwODUyNTQzNTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=XoM_dM7tQvI,YouTube,05-29-2015,2015,2015,2015
Non-Stop,"Action, Mystery, Thriller","Action Thrillers,Action & Adventure,Mysteries","English, German",Movie,3.1,"Romania,Belgium,Netherlands,Czech Republic,India,Turkey,Hungary",1-2 hour,Jaume Collet-Serra,"Christopher Roach, John W. Richardson, Ryan Engle","Scoot McNairy, Michelle Dockery, Liam Neeson, Julianne Moore",PG-13,6.9,62.0,56.0,No Awards,1.0,92168600.0,2014-02-28,2015-10-20,Silver Pictures,https://www.netflix.com/watch/70292864,https://www.imdb.com/title/tt2024469,"On a commercial flight at 40,000 feet, a federal air marshal starts receiving text messages from a threatening blackmailer who claims hes on board.",250400.0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY9cHJ09Cipx_cCCNgPkQ20ScDTfZUTvHoP75bSZ8F__2PAGe5n3GKQhmvEFv_KpNYU2fAqRK3Ro8ppSJLFmD7NpjQ.jpg?r=37d,https://images-na.ssl-images-amazon.com/images/M/MV5BOTI3NzcxMjkzMl5BMl5BanBnXkFtZTgwMDY0NTQ0MDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=XSF6GPNXr9Y,YouTube,02-28-2014,2014,2015,2015
Mindscape,"Drama, Mystery, Sci-Fi, Thriller","Dramas,Thrillers,Spanish Thrillers,Spanish Films,Spanish Dramas,Mysteries,Psychological Thrillers",English,Movie,2.3,India,1-2 hour,Jorge Dorado,"Martha Holmes, Guy Holmes","Mark Strong, Indira Varma, Richard Dillane, Saskia Reeves",R,6.5,33.0,42.0,No Awards,3.0,4288.0,2014-01-24,2015-10-20,StudioCanal,https://www.netflix.com/watch/80060243,https://www.imdb.com/title/tt1715336,A man who can enter the memories of others takes on the case of a brilliant teenager whose parents want her institutionalized for behavioral problems.,21690.0,http://occ-2-300-401.1.nflxso.net/art/56980/041737437ad4abd88967014c4981da5ae0156980.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNDQwNjUxNV5BMl5BanBnXkFtZTgwODgzMjk2MTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=H2HJA5MEFr8,YouTube,01-24-2014,2014,2015,2015
Land of the Lost,"Action, Adventure, Comedy, Sci-Fi","Action Comedies,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Sci-Fi Adventure,Fantasy,Comedies,Adventures,Action & Adventure,Alien Sci-Fi,Sci-Fi,Time Travel Sci-Fi & Fantasy,US Movies",English,Movie,1.9,"Romania,Thailand,Hong Kong,United Kingdom,France,Iceland,Mexico,Belgium,Japan,South Korea,India,Hungary,Netherlands,Czech Republic,Germany,Poland,Greece,Sweden,Turkey,Italy,Spain,Portugal,Lithuania,Russia,Argentina,Brazil",1-2 hour,Brad Silberling,"Chris Henchy, Dennis McNicholas, Marty Krofft, Sid Krofft","Will Ferrell, Danny McBride, Anna Friel, Jorma Taccone",PG-13,5.3,26.0,32.0,2.0,9.0,49438370.0,2009-06-05,2015-10-20,"Sid &amp; Marty Krofft, Mosaic",https://www.netflix.com/watch/70104316,https://www.imdb.com/title/tt0457400,"After uncovering a portal to an alternate universe populated by strange creatures, Dr. Rick Marshall must navigate a dangerous new world.",66545.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeRMBJvi6Ut3mf0tw76W-WXsC2tM3MIJAb8Wbzbqq3A4enNbKugXG9XX8XFO9YnGJMuhIrYFnyrsJR6vcaVijgerEg.jpg?r=1ef,https://images-na.ssl-images-amazon.com/images/M/MV5BOTkzNDg2OTc1NF5BMl5BanBnXkFtZTcwNDcxODE2Mg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=CiCDnG_AdmA,YouTube,06-05-2009,2009,2015,2015
My Life,Drama,"Dramas,Tearjerkers,US Movies",English,Movie,2.8,"Japan,Canada,India,South Korea",1-2 hour,Bruce Joel Rubin,Bruce Joel Rubin,"Queen Latifah, Nicole Kidman, Michael Keaton, Bradley Whitford",PG-13,6.9,42.0,42.0,No Awards,Not nominated,27804899.0,1993-11-12,2015-10-20,"Columbia Pictures Corporation, Capella Films, Zucker Brothers Productions",https://www.netflix.com/watch/60020213,https://www.imdb.com/title/tt0107630,"Michael Keaton stars as an advertising executive who has it all: a beautiful wife, a great job, a stately house -- and three months to live.",10758.0,http://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX09w4I6bwk4AU-L63cMaQjhDDM_7y1RRLxR7J27N-kXYm_K_VYlYRgFqeb6Kisz1GlMdHwHMbCC4o-F-sNrgmQnpA.jpg?r=6f8,https://images-na.ssl-images-amazon.com/images/M/MV5BODc1NDMwMDE4OF5BMl5BanBnXkFtZTcwOTAzMTkyMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=uFMQKA9iGK4,YouTube,11-12-1993,1993,2015,2015
John Wick,"Action, Crime, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure,Crime Movies,US Movies","English, Russian, Hungarian",Movie,3.8,"Romania,Russia,Hungary,Netherlands,Czech Republic,Germany,Turkey,India,Slovakia,Hong Kong",1-2 hour,"David Leitch, Chad Stahelski",Derek Kolstad,"Alfie Allen, Michael Nyqvist, Keanu Reeves, Willem Dafoe",R,7.4,86.0,68.0,6.0,9.0,43037835.0,2014-10-24,2015-10-20,"Thunder Road Pictures, Defynite Films, 87eleven",https://www.netflix.com/watch/80013762,https://www.imdb.com/title/tt2911666,"When a gangsters son steals his car and kills his dog, fearless ex-hit man John Wick takes on the entire mob to get his revenge.",540657.0,https://occ-0-2506-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdkYwPxEfqEbEWstHZcYtQBthUdvmeQU48AUBvb_fBiiYnIdpgKhBbz6V7J48L1LZFLUfT13FR5Xf4oE8k6aiQOiOg.jpg?r=5a7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2NjA1ODgzMF5BMl5BanBnXkFtZTgwMTM2MTI4MjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=2AUmvWm5ZDQ,YouTube,10-24-2014,2014,2015,2015
Funny People,"Comedy, Drama",Comedies,English,Movie,3.2,Canada,> 2 hrs,Judd Apatow,Judd Apatow,"Seth Rogen, Adam Sandler, Leslie Mann, Eric Bana",R,6.3,69.0,60.0,No Awards,3.0,51855045.0,2009-07-31,2015-10-20,"Apatow Company, Madison 23",https://www.netflix.com/watch/70108781,https://www.imdb.com/title/tt1201167,"A famous funnyman gives little thought to how he treats people until a doctor delivers stunning health news, forcing him to reevaluate his priorities.",114562.0,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQGjHfBbic3FZFmAHh0jhKWhiEUoioyGiZm_KB-ksAYxZXXEqaAG3pZeNfeBq3zwt6mwGj_fLbkHtm4dTWvVv1TWoA.jpg?r=b9b,https://images-na.ssl-images-amazon.com/images/M/MV5BNWU0ZDllZWEtNWI4ZC00YjIzLTk3YjMtZmE0MmFiNzg4MmRlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=gMhMQuOIWiQ,YouTube,07-31-2009,2009,2015,2015
Fear,"Drama, Thriller","Thrillers,Romantic Films,Psychological Thrillers,US Movies",English,Movie,2.7,"Belgium,Sweden,Germany,Switzerland,Iceland,France",1-2 hour,James Foley,Christopher Crowe,"Reese Witherspoon, Amy Brenneman, William Petersen, Mark Wahlberg",R,6.3,46.0,51.0,1.0,2.0,20831000.0,1996-04-12,2015-10-20,Universal Pictures,https://www.netflix.com/watch/496543,https://www.imdb.com/title/tt0116287,"A 16-year-old good girl goes to a party with her best friend and meets a handsome, enigmatic guy from the wrong side of the tracks.",42298.0,https://occ-0-531-2705.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW0hLL4XMKqCruAtkOa8tQyryFz7LtuWlAmV_iCOYcBeqGVmqhWbyBt6kZfpfr417hkj8uEYqUJPvr4shuw1t3DtYw.jpg?r=4b6,https://images-na.ssl-images-amazon.com/images/M/MV5BYThlNDRlMTAtMTQ5ZC00NTRmLTkyOTMtMDNmMDU3OGJkZWUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=p2AlffKozbg,YouTube,04-12-1996,1996,2015,2015
Freddy vs. Jason,"Action, Horror","Horror Films,Creature Features,Slasher and Serial Killer Films,Monster Films,Supernatural Horror Films,Gory Horror Movies,US Movies,Cult Horror Films,Cult Films",English,Movie,2.2,"Japan,Switzerland,United Kingdom,South Africa,Israel,Italy,Australia",1-2 hour,Ronny Yu,"Victor Miller, Mark Swift, Wes Craven, Damian Shannon","Ken Kirzinger, Robert Englund, Jason Ritter, Monica Keena",R,5.7,41.0,37.0,2.0,11.0,82622655.0,2003-08-15,2015-10-20,"WTC Productions, New Line Cinema, Sean S. Cunningham Films, Avery Pix, Yannix Technology Corp.",https://www.netflix.com/watch/60029201,https://www.imdb.com/title/tt0329101,"Fusing slasher franchises, this hybrid of horror pits nightmarish Freddy Krueger against serial killer Jason Voorhees in the ultimate showdown.",110900.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRs6Ki7Rc8i6gdsB_qYZ0pJGvdDKlgp29wYM59RuAGIwrU7oGAwpfId1m-wDlPkJABxhYTlliciUhXthqINVcd254w.jpg?r=e4b,https://images-na.ssl-images-amazon.com/images/M/MV5BODNlNWVjOTMtZjVjYy00MzRjLTg2MmQtNTM3MWVmZjFjYzgwXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,https://www.youtube.com/watch?v=zSLGPdpd2d0,YouTube,08-15-2003,2003,2015,2015
The Texas Chainsaw Massacre,Horror,"Horror Films,Slasher and Serial Killer Films",English,Movie,4.0,Japan,1-2 hour,Tobe Hooper,"Kim Henkel, Tobe Hooper","Paul A. Partain, Allen Danziger, William Vail, Marilyn Burns",R,7.5,89.0,78.0,1.0,1.0,30859000.0,1974-10-11,2015-10-20,Vortex,https://www.netflix.com/watch/15815343,https://www.imdb.com/title/tt0072271,"When some friends visit a vandalized graveyard, they come upon a chainsaw-wielding maniac, and its a fight to the bloody death between good and evil.",137759.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYnRsz8IvCK61vLLqvRCfpXjhAKqfvAmycKiKVNXWnVXhtdbBQ9DhM2A8ACk1wJ2ge1C42PBepJxUgeZ9W35RzBkog.jpg?r=3ec,https://images-na.ssl-images-amazon.com/images/M/MV5BZDI3OWE0ZWMtNGJjOS00N2E4LWFiOTAtZjQ4OTNiNzIwN2NkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=T3TILW0O_C0,YouTube,10-11-1974,1974,2015,2015
The Break-Up,"Comedy, Drama, Romance","Dramas,Romantic Dramas,Comedies,Romantic Favourites,Romantic Films,Romantic Comedies,Comedy Blockbusters,US Movies",English,Movie,2.3,"South Africa,India,Portugal,Switzerland,Belgium,Iceland,Thailand,South Korea,Hong Kong,Japan,Netherlands,Spain,Israel,Italy,Singapore,Malaysia,Sweden,Lithuania,Poland,France,Greece,Czech Republic,Hungary,Slovakia,Turkey,Romania,Australia,United Kingdom,Mexico,Argentina,Brazil,Colombia",1-2 hour,Peyton Reed,"Vince Vaughn, Jeremy Garelick, Jay Lavender","Cole Hauser, Vince Vaughn, Jennifer Aniston, Joey Lauren Adams",PG-13,5.8,34.0,45.0,3.0,5.0,118703275.0,2006-06-02,2015-10-20,"Universal Pictures, Mosaic Media Group",https://www.netflix.com/watch/70042688,https://www.imdb.com/title/tt0452594,Cohabitating couple Gary and Brookes petty spats turn into an all-out battle for their home condo.,125870.0,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVUd6Y0TKTBnsqiSiBbQA7xo9RiJ63gR246032ghCX9R0GigY-rCckKrT3Go8vWv384ZOAUR_SQCmrlLzJRml2NDoA.jpg?r=915,https://images-na.ssl-images-amazon.com/images/M/MV5BOTM1YjVhNTMtZTEyZi00ODk3LWI4NDItZWUyZTA1ODM3Zjk4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=SfTaJUh3_J4,YouTube,06-02-2006,2006,2015,2015
Dragon Ball Z: Battle of Gods,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action & Adventure,Anime Action,Anime Feature Films,Comic Book and Superhero Films,Japanese Films,Shounen Anime,Action Movies",Japanese,Movie,4.0,"United Kingdom,Portugal,Spain,Italy",1-2 hour,Masahiro Hosoda,"Yûsuke Watanabe, Akira Toriyama","Hiromi Tsuru, Ryô Horikawa, Masaharu Satô, Masako Nozawa",TV-PG,7.2,88.0,88.0,7.0,4.0,2553002.0,2014-08-05,2015-10-20,"20th Century Fox, Toei Co. Ltd.",https://www.netflix.com/watch/70295183,https://www.imdb.com/title/tt2263944,"When Bills, the God of Destruction, arrives on Earth to pick a fight with a worthy opponent, the gang invokes a powerful Super Saiyan God to stop him.",26294.0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWB0iwU5t_4io-ShNTa_EoRUS1bB_eFQf8y58q6JgIVDmH-uIzgjhr2zbDYYKwZUDyCB6UbWts8jGe7rCqrs7KBI6w.jpg?r=a0e,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MzUwODUxMl5BMl5BanBnXkFtZTgwMTI0NDkzMjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=sp60avoyT9k,YouTube,08-05-2014,2014,2015,2015
American Hustle,"Crime, Drama","Independent Dramas,Dramas,Gangster Films,Independent Films,Crime Dramas,Dark Comedies,Crime Comedies,Crime Movies,Comedies","English, Arabic",Movie,4.2,"Hong Kong,Germany,Italy,Singapore,India,Turkey,Australia",> 2 hrs,David O. Russell,"David O. Russell, Eric Warren Singer","Amy Adams, Christian Bale, Bradley Cooper, Jeremy Renner",R,7.2,92.0,90.0,70.0,226.0,150117807.0,2013-12-20,2015-10-20,Atlas Entertainment,https://www.netflix.com/watch/70281530,https://www.imdb.com/title/tt1800241,"In this fictionalization of a true story, a con man and his lover assist an eccentric FBI agent in exposing corruption in Congress in the early 1980s.",449865.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYLqFAgSnl1UuT8gUQ3x_tv2lx9sPzROC5Qlt2bYxqiWBO4uxwzN2cNr3jAp7B2fANIw38atJPSYOj5Ic7TrGP0U4A.jpg?r=0fc,https://images-na.ssl-images-amazon.com/images/M/MV5BNjkxMTc0MDc4N15BMl5BanBnXkFtZTgwODUyNTI1MDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=h5Cb4SFt7gE,YouTube,12-20-2013,2013,2015,2015
Red 2,"Action, Adventure, Comedy, Crime, Thriller","Comedies,Action Thrillers,Action & Adventure,Action Comedies,Crime Action & Adventure,Spy Action & Adventure,Crime Comedies,Crime Movies,US Movies","English, Russian, French, Persian, Korean",Movie,2.6,"Hong Kong,Romania,Hungary,Switzerland,Belgium,Thailand,United Kingdom,Czech Republic,Netherlands,Germany,Slovakia,Sweden,Canada,Australia",1-2 hour,Dean Parisot,"Jon Hoeber, Erich Hoeber, Cully Hamner, Warren Ellis","Bruce Willis, Mary-Louise Parker, Helen Mirren, John Malkovich",PG-13,6.6,44.0,47.0,No Awards,3.0,53262560.0,2013-07-19,2015-10-20,Di Bonaventura Pictures,https://www.netflix.com/watch/70269489,https://www.imdb.com/title/tt1821694,"Ex-CIA agent Frank Moses and his crew return for another high-stakes mission, scouring the globe for a missing nuclear device.",160464.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfaEKOVJeJTKSS4YMu4yXRESyTv_uW3o6nze5v1v3R5CzAcnieRMz8YYfcmP8jv8mZsQ-oi-9dpjgB2O7_tma7Bd8w.jpg?r=1f5,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2ODQ4ODY3Nl5BMl5BanBnXkFtZTcwNTc2NzE1OQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=KGQHeW5tUC8,YouTube,07-19-2013,2013,2015,2015
